DOC_NO,PLANT,PURPOSE,SUBJECT,STATUS,PROGRESS,REQUESTER,REG_DATE,COMP_DATE,URL,CHANGE_ITEM,CHANGE_CONTENT,MTL
MANA-DOC-2024-00199,KP,Prevent nonconformity,"HMC 315/70R22.5 18P AH11, 385/65R22.5 24P AH15 DOT 13자리 추진 (2규격)",Complete,Complete,21600639,2024-11-25,2025-04-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00199,Mold,DOT TIN Code Change,2
MANA-DOC-2024-00193,DP,Prevent nonconformity,"235/40R18W 04 K125 N _HMC(CN7)_기기,외관부적합(AUS,R8H)개선",Complete,Complete,21603090,2024-11-20,2024-11-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00193,etc,Belt Drum Circumference (B.D.C) -10mm,1
MANA-DOC-2024-00196,MP,Prevent nonconformity,VW Caddy 5: LS - BS Prevention,Complete,Complete,71606463,2024-11-20,2024-12-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00196,Profile,LS - BS Prevention,1
MANA-DOC-2024-00198,MP,Prevent nonconformity,BSH prevent KT1027039 VW ID Buzz,Complete,Complete,70810877,2024-11-20,2024-11-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00198,Building Set,"PA width, SW set pos 1 and set pos 2 change ",2
MANA-DOC-2024-00194,JP,Prevent nonconformity,EUDR Material适用，Audi Temp Tire BSW S16/B88->S24/B89变更,Reject(Request),Complete,81202541,2024-11-20,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00194,Compound,S16/B88->S24/B89,1
MANA-DOC-2024-00193,DP,Prevent nonconformity,"235/40R18W 04 K125 N _HMC(CN7)_기기,외관부적합(AUS,R8H)개선",Complete,Complete,21603090,2024-11-20,2024-11-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00193,Building Set,+2mm,1
MANA-DOC-2024-00193,DP,Prevent nonconformity,"235/40R18W 04 K125 N _HMC(CN7)_기기,외관부적합(AUS,R8H)개선",Complete,Complete,21603090,2024-11-20,2024-11-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00193,Profile,Gauge +0.5 (4Points _상측 2 Points/하측 2Points),1
MANA-DOC-2024-00193,DP,Prevent nonconformity,"235/40R18W 04 K125 N _HMC(CN7)_기기,외관부적합(AUS,R8H)개선",Complete,Complete,21603090,2024-11-20,2024-11-27,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00193,Profile,Gauge +0.5 (4Points),1
MANA-DOC-2024-00198,MP,Prevent nonconformity,BSH prevent KT1027039 VW ID Buzz,Complete,Complete,70810877,2024-11-20,2024-11-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00198,Profile,Width and profile change,2
MANA-DOC-2024-00197,JP,Prevent nonconformity,EUDR Material适用，Audi Temp tire BSW S16/B88->S24/B89变更4M承认邀请,Complete,Complete,81202541,2024-11-20,2024-11-28,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00197,Compound,S16/B88->S24/B89,1
MANA-DOC-2024-00192,CP,Prevent nonconformity,255/40R21T XL IK01A CA Sub底胶异常改善,Reject(Final Approval),Complete,81702801,2024-11-18,2025-02-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00192,Profile,TD Sub底胶异常,1
MANA-DOC-2024-00190,MP,Prevent nonconformity,VW T-ROC - LS Prevention,Complete,Complete,71606463,2024-11-14,2024-12-03,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00190,Profile,VW T-ROC - LS Prevention,2
MANA-DOC-2024-00188,CP,Cost Optimization,CP) FAW-VW NCS 1032614 205/55R17H H318 硫化方式变更 硫化生产性向上 （生产性效果24332本/年）,Reject(Request),Complete,81703346,2024-11-04,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00188,Curing,硫化code：68DH632→68KF632,1
MANA-DOC-2024-00189,CP,Cost Optimization,CP) FAW-VW NCS 1032614 205/55R17H H318 硫化方式变更 硫化生产性向上 （生产性效果24332本/年）,Complete,Complete,81703346,2024-11-04,2024-11-21,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00189,Curing,68DH672→68KF,1
MANA-DOC-2024-00186,KP,Prevent nonconformity,11R22.5 Size EC개선을 위한 8규격 BSD +3mm적용 (일반 Size 대비 7배 수준 EC 발생됨) ,Complete,Complete,21300195,2024-10-28,2024-12-20,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00186,Building Set,11R22.5 Size EC개선을 위한 8규격 BSD +3mm적용 (일반 Size 대비 7배 수준 EC 발생됨) ,8
MANA-DOC-2024-00185,HP,Prevent nonconformity,"EUDR 1년 시행 연기에 따른 Comp'd Code 환원 (EU Deforestation Regulation, EUDR)",Complete,Complete,21601364,2024-10-18,2024-10-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00185,Compound,Cap Tread Comp'd Code 환원. (Comp'd Code 외 변경사항 없음),10
MANA-DOC-2024-00185,KP,Prevent nonconformity,"EUDR 1년 시행 연기에 따른 Comp'd Code 환원 (EU Deforestation Regulation, EUDR)",Complete,Complete,21601364,2024-10-18,2024-10-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00185,Compound,Cap Tread Comp'd Code 환원. (Comp'd Code 외 변경사항 없음),16
MANA-DOC-2024-00185,CP,Prevent nonconformity,"EUDR 1년 시행 연기에 따른 Comp'd Code 환원 (EU Deforestation Regulation, EUDR)",Complete,Complete,21601364,2024-10-18,2024-10-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00185,Compound,Cap Tread Comp'd Code 환원. (Comp'd Code 외 변경사항 없음),4
MANA-DOC-2024-00184,DP,Prevent nonconformity,"165/60R14H 04 H318 _ KIA (TAM) _ Nonconformity Improvement (R8H, SC)",Reject(Final Approval),Complete,21603090,2024-10-14,2025-06-02,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00184,Building Set,B.D.C -10mm,1
MANA-DOC-2024-00184,DP,Prevent nonconformity,"165/60R14H 04 H318 _ KIA (TAM) _ Nonconformity Improvement (R8H, SC)",Reject(Final Approval),Complete,21603090,2024-10-14,2025-06-02,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00184,Building Set,+2mm,1
MANA-DOC-2024-00184,DP,Prevent nonconformity,"165/60R14H 04 H318 _ KIA (TAM) _ Nonconformity Improvement (R8H, SC)",Reject(Final Approval),Complete,21603090,2024-10-14,2025-06-02,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00184,Curing,BC21AI → BC20AI,1
MANA-DOC-2024-00183,CP,Improve Quality,CP) FAW-VW NCS 1032614 205/55R17H H318 硫化方式改善 硫化生产性向上（生产性效果24332本/年）,Reject(Request),Complete,81703346,2024-10-11,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00183,etc,硫化code 68DH672→68KF632,1
MANA-DOC-2024-00182,MP,Prevent nonconformity,235/55R19T K127E EW LS prevention,Complete,Complete,71606463,2024-10-07,2024-11-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00182,Profile,BSW Profile increase at LS affected area,1
MANA-DOC-2024-00181,MP,Prevent nonconformity,AUS prevention,Complete,Complete,71606625,2024-10-07,2024-11-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00181,Profile,gauge up,1
MANA-DOC-2024-00181,MP,Prevent nonconformity,AUS prevention,Complete,Complete,71606625,2024-10-07,2024-11-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00181,Bead Filler,"Bead filler change, bead simplification",1
MANA-DOC-2024-00181,MP,Prevent nonconformity,AUS prevention,Complete,Complete,71606625,2024-10-07,2024-11-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00181,Profile,Only step-correction,1
MANA-DOC-2024-00180,MP,Prevent nonconformity,AUS prevention,Complete,Complete,71606625,2024-10-04,2024-11-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00180,Profile,Gauge up,1
MANA-DOC-2024-00176,MP,Prevent nonconformity,AUS prevention,Complete,Complete,71606625,2024-10-03,2024-11-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00176,Profile,gauge up,1
MANA-DOC-2024-00175,MP,Prevent nonconformity,1034805 - 235/50R20T K127E EC: LS Improvement,Complete,Complete,71606463,2024-10-03,2024-11-15,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00175,Profile,Sidewall gauge up at LS position.,1
MANA-DOC-2024-00178,MP,Prevent nonconformity,BSH + CI prevention,Complete,Complete,71606625,2024-10-03,2024-11-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00178,Building Set,Spec width change ,1
MANA-DOC-2024-00178,MP,Prevent nonconformity,BSH + CI prevention,Complete,Complete,71606625,2024-10-03,2024-11-13,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00178,Profile,null,2
MANA-DOC-2024-00172,TP,Prevent nonconformity,Honda CR-V _ Improvement for AUS ,Complete,Complete,21100393,2024-10-02,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00172,Belt/JLB Width,Tread/Sidewall optimization and JLB Width +5mm,1
MANA-DOC-2024-00173,MP,Prevent nonconformity,BSH + CI prevention,Reject(Request),Complete,71606625,2024-10-02,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00173,Profile,gauge up,2
MANA-DOC-2024-00172,TP,Prevent nonconformity,Honda CR-V _ Improvement for AUS ,Complete,Complete,21100393,2024-10-02,2025-01-17,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00172,Profile,Tread/Sidewall optimization and JLB Width +5mm,2
MANA-DOC-2024-00173,MP,Prevent nonconformity,BSH + CI prevention,Reject(Request),Complete,71606625,2024-10-02,null,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00173,Building Set,increase in SPEC,1
MANA-DOC-2024-00169,null,Prevent nonconformity,"KIA 군용차량용 365/80R20 AM12 (3003710) NCW 개선을 위한, Spec. 변경 요청",Complete,Complete,20700159,2024-09-26,2024-11-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00169,Profile,"Tread Profile 폭 ↑ (숄폭 288→292, 전폭 394→398)",1
MANA-DOC-2024-00169,null,Prevent nonconformity,"KIA 군용차량용 365/80R20 AM12 (3003710) NCW 개선을 위한, Spec. 변경 요청",Complete,Complete,20700159,2024-09-26,2024-11-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00169,etc,Beadring 개조,1
MANA-DOC-2024-00169,null,Prevent nonconformity,"KIA 군용차량용 365/80R20 AM12 (3003710) NCW 개선을 위한, Spec. 변경 요청",Complete,Complete,20700159,2024-09-26,2024-11-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00169,etc,Bead Filler Ga. 0.5mm↓ (Ear부),1
MANA-DOC-2024-00169,null,Prevent nonconformity,"KIA 군용차량용 365/80R20 AM12 (3003710) NCW 개선을 위한, Spec. 변경 요청",Complete,Complete,20700159,2024-09-26,2024-11-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00169,Curing,"가류 Bladder 추가 적용 (BI17AP), 기 사용 Bladder 추가 적용",1
MANA-DOC-2024-00169,null,Prevent nonconformity,"KIA 군용차량용 365/80R20 AM12 (3003710) NCW 개선을 위한, Spec. 변경 요청",Complete,Complete,20700159,2024-09-26,2024-11-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00169,etc,BSD +3mm 적용 (781 → 784),1
MANA-DOC-2024-00169,null,Prevent nonconformity,"KIA 군용차량용 365/80R20 AM12 (3003710) NCW 개선을 위한, Spec. 변경 요청",Complete,Complete,20700159,2024-09-26,2024-11-14,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00169,Profile,"BSW Profile Ga. 변경 (HUS  Ga. 0.5~1mm ↓, S/W Ga. 0.5mm ↑)  /  HUS부 폭 10mm ↓",1
MANA-DOC-2024-00168,null,Improve Quality,TBR L/H용 Wet&Chip-Cut 향상 T09X 컴파운드 변경 요청(T09→T09X) ,Complete,Complete,21600011,2024-09-24,2024-11-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00168,Compound,1. 변경 내용 : TBR Tread 컴파운드 T09 → T09X  2. 대상 규격  : T09적용 OE 전규격_Total 18개 (KP 11개 / HP 4개 / CP 3개 규격),4
MANA-DOC-2024-00168,HP,Improve Quality,TBR L/H용 Wet&Chip-Cut 향상 T09X 컴파운드 변경 요청(T09→T09X) ,Complete,Complete,21600011,2024-09-24,2024-11-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00168,Compound,1. 변경 내용 : TBR Tread 컴파운드 T09 → T09X  2. 대상 규격  : T09적용 OE 전규격_Total 18개 (KP 11개 / HP 4개 / CP 3개 규격),4
MANA-DOC-2024-00168,CP,Improve Quality,TBR L/H용 Wet&Chip-Cut 향상 T09X 컴파운드 변경 요청(T09→T09X) ,Complete,Complete,21600011,2024-09-24,2024-11-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00168,Compound,1. 변경 내용 : TBR Tread 컴파운드 T09 → T09X  2. 대상 규격  : T09적용 OE 전규격_Total 18개 (KP 11개 / HP 4개 / CP 3개 규격),3
MANA-DOC-2024-00168,KP,Improve Quality,TBR L/H용 Wet&Chip-Cut 향상 T09X 컴파운드 변경 요청(T09→T09X) ,Complete,Complete,21600011,2024-09-24,2024-11-08,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00168,Compound,1. 변경 내용 : TBR Tread 컴파운드 T09 → T09X  2. 대상 규격  : T09적용 OE 전규격_Total 18개 (KP 11개 / HP 4개 / CP 3개 규격),7
MANA-DOC-2024-00149,null,Prevent nonconformity,KP TBR OE Beadfiller length optimization,Complete,Complete,21603100,2024-09-19,2024-10-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00149,Bead Filler,Length,1
MANA-DOC-2024-00149,KP,Prevent nonconformity,KP TBR OE Beadfiller length optimization,Complete,Complete,21603100,2024-09-19,2024-10-10,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00149,Bead Filler,Length,14
MANA-DOC-2024-00148,MP,Prevent nonconformity,AUS prevention,Complete,Complete,71606625,2024-09-18,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00148,Profile,Gauge increasement,1
MANA-DOC-2024-00147,DP,Prevent nonconformity,195R15 RA18 전기저항 NG 개선 건,Complete,Complete,21600968,2024-09-12,2025-10-29,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00147,Profile,Tread wing부 ga. 상향,1
MANA-DOC-2024-00146,DP,Prevent nonconformity,"235/40R18W 04 K125 N _ HMC(CN7)_기기,외관부적합(R8H,AUS)개선 ",Complete,Complete,21603090,2024-09-11,2024-10-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00146,Profile,Gauge +0.5 (4Points),1
MANA-DOC-2024-00145,DP,Prevent nonconformity,215/45R17V XL 04 K125 H (1025544) _ 유럽 CN7 17''_ 외관부적합개선(AUS),Complete,Complete,21603090,2024-09-11,2024-11-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00145,Profile,2Points Gauge +0.5mm,1
MANA-DOC-2024-00146,DP,Prevent nonconformity,"235/40R18W 04 K125 N _ HMC(CN7)_기기,외관부적합(R8H,AUS)개선 ",Complete,Complete,21603090,2024-09-11,2024-10-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00146,Building Set,+2mm,1
MANA-DOC-2024-00146,DP,Prevent nonconformity,"235/40R18W 04 K125 N _ HMC(CN7)_기기,외관부적합(R8H,AUS)개선 ",Complete,Complete,21603090,2024-09-11,2024-10-31,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00146,etc,Belt Drum Circumference(B.D.C)  -10mm,1
MANA-DOC-2024-00143,JP,Prevent nonconformity,FAW-VW SUV A 19ich S-Spec G.C improvement,Complete,Complete,21602363,2024-09-06,2024-09-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00143,Profile,S/W Insert량 증가 (Set2) : 195mm -> 200mm [+5mm],1
MANA-DOC-2024-00142,KP,Prevent nonconformity,KP TBR OE BeadFiller Length Optimization,Reject(Final Approval),Complete,21603100,2024-09-06,2024-09-24,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00142,Bead Filler,Length ,4
MANA-DOC-2024-00143,JP,Prevent nonconformity,FAW-VW SUV A 19ich S-Spec G.C improvement,Complete,Complete,21602363,2024-09-06,2024-09-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00143,Compound,Sub T/D ga. 감소 : 2.0mm -> 1.0mm [-1mm],1
MANA-DOC-2024-00143,JP,Prevent nonconformity,FAW-VW SUV A 19ich S-Spec G.C improvement,Complete,Complete,21602363,2024-09-06,2024-09-11,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00143,C/C,Carcass width 감소 : 705mm->695mm [-10mm],1
MANA-DOC-2024-00142,null,Prevent nonconformity,KP TBR OE BeadFiller Length Optimization,Reject(Final Approval),Complete,21603100,2024-09-06,2024-09-24,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00142,Bead Filler,Length ,1
MANA-DOC-2024-00141,IP,Prevent nonconformity,"[IP] (OE Honda NES) Request spec change for improvement LRC, AUS",Complete,Complete,20700071,2024-08-30,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00141,Profile,"T/D Ga. Up at T/D wing position ( Width +2mm, Wing Ga. Up )",1
MANA-DOC-2024-00140,KP,Prevent nonconformity,TTDW 295/80R22.5 DH31 DOT 13자리 추진,Complete,Complete,21604344,2024-08-30,2024-08-30,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00140,Mold,DOT TIN Code Change,1
MANA-DOC-2024-00141,IP,Prevent nonconformity,"[IP] (OE Honda NES) Request spec change for improvement LRC, AUS",Complete,Complete,20700071,2024-08-30,2025-01-06,https://egqms.hankooktech.com/CHANGE_MANAGE_FOUR_M/Cqms4mChangeReportArenaPopup.html?callid=filter&BYMENU=Y&PART=3&DOCUMENT_NO=MANA-DOC-2024-00141,Profile,"S/W Ga. Up at LRC area ( Width -5mm, S/W Ga. Up )",1
